记录编号,问卷编号,性别,年龄,出生年份,户口类型,教育程度,婚姻状况,家庭人数,个人年收入,劳动收入,当前社会阶层_1到10,十年前社会阶层,十年后预期阶层,14岁家庭阶层,主观社会经济地位_上层到下层,知足感_与人比较,家庭收入满意度,朋友数量比较,运气比较_比别人差,吃亏感_与人比较,幸福感,逛街购物频率,上网频率,社会比较倾向,经济不满意度,地位提升期望,相对剥夺感,抽样权重
4731,4731.0,2.0,81.0,1940.0,1.0,1.0,7.0,3.0,20300.0,0.0,4.0,4.0,4.0,0.0,2.0,4.0,4.0,4.0,4.0,2.0,0.0,3.0,5.0,40.0,40.0,0.0,66.66666666666666,0.2895898222923279
4736,4736.0,1.0,25.0,1996.0,1.0,6.0,1.0,1.0,120000.0,120000.0,4.0,2.0,6.0,2.0,3.0,5.0,5.0,2.0,4.0,4.0,0.0,4.0,1.0,50.0,20.0,22.22222222222222,66.66666666666666,1.9397382736206052
4737,4737.0,2.0,83.0,1938.0,1.0,4.0,7.0,0.0,19600.0,0.0,5.0,7.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,0.0,5.0,1.0,40.0,60.0,0.0,73.33333333333333,1.1379183530807495
4746,4746.0,2.0,40.0,1981.0,1.0,4.0,3.0,2.0,0.0,0.0,5.0,5.0,10.0,2.0,3.0,5.0,5.0,5.0,2.0,5.0,0.0,5.0,1.0,60.0,20.0,55.55555555555556,80.0,1.855890393257141
4753,4753.0,1.0,65.0,1956.0,1.0,4.0,4.0,5.0,700.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,5.0,4.0,0.0,5.0,5.0,50.0,80.0,0.0,73.33333333333333,1.1129382848739624
4755,4755.0,2.0,32.0,1989.0,1.0,12.0,3.0,3.0,30000.0,20000.0,0.0,1.0,0.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,3.0,1.0,50.0,40.0,0.0,80.0,0.7672494649887085
4756,4756.0,2.0,70.0,1951.0,1.0,7.0,7.0,4.0,30000.0,30000.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,3.0,2.0,2.0,0.0,2.0,1.0,30.0,20.0,0.0,46.666666666666664,0.3878423273563385
4759,4759.0,2.0,31.0,1990.0,4.0,12.0,3.0,2.0,100000.0,100000.0,5.0,5.0,7.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,0.0,2.0,1.0,40.0,40.0,22.22222222222222,66.66666666666666,0.7672494649887085
4761,4761.0,1.0,69.0,1952.0,1.0,4.0,3.0,4.0,0.0,0.0,1.0,3.0,1.0,3.0,5.0,6.0,2.0,5.0,4.0,4.0,0.0,5.0,5.0,50.0,80.0,0.0,86.66666666666667,1.1129382848739624
4763,4763.0,2.0,72.0,1949.0,1.0,0.0,3.0,2.0,4500.0,3000.0,5.0,6.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,0.0,3.0,5.0,70.0,60.0,0.0,93.33333333333333,0.3409811556339264
4764,4764.0,1.0,57.0,1964.0,1.0,4.0,7.0,2.0,150000.0,150000.0,6.0,4.0,7.0,2.0,5.0,6.0,4.0,1.0,1.0,1.0,0.0,4.0,5.0,20.0,40.0,11.11111111111111,20.0,0.9279582500457764
4767,4767.0,1.0,63.0,1958.0,1.0,10.0,3.0,1.0,100000.0,100000.0,7.0,9.0,0.0,8.0,2.0,4.0,5.0,4.0,2.0,2.0,0.0,4.0,1.0,40.0,20.0,0.0,53.333333333333336,0.9317795038223268
4770,4770.0,1.0,47.0,1974.0,1.0,6.0,3.0,3.0,60000.0,60000.0,6.0,5.0,7.0,4.0,4.0,6.0,5.0,2.0,2.0,2.0,0.0,5.0,3.0,30.0,20.0,11.11111111111111,40.0,0.839326798915863
4772,4772.0,2.0,45.0,1976.0,1.0,3.0,3.0,3.0,0.0,0.0,5.0,3.0,7.0,2.0,3.0,5.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,40.0,80.0,22.22222222222222,46.666666666666664,1.7361971139907837
4781,4781.0,1.0,55.0,1966.0,1.0,4.0,3.0,3.0,0.0,0.0,3.0,2.0,3.0,3.0,5.0,5.0,2.0,2.0,3.0,4.0,0.0,2.0,5.0,50.0,80.0,0.0,60.0,1.3733792304992676
4785,4785.0,1.0,41.0,1980.0,1.0,12.0,3.0,4.0,360000.0,360000.0,4.0,3.0,7.0,1.0,4.0,5.0,5.0,2.0,2.0,2.0,0.0,5.0,1.0,30.0,20.0,33.33333333333333,40.0,0.7689407467842102
4787,4787.0,2.0,52.0,1969.0,1.0,5.0,3.0,1.0,5000000.0,5000000.0,3.0,3.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,0.0,3.0,1.0,60.0,60.0,22.22222222222222,66.66666666666666,0.7578774094581604
4794,4794.0,2.0,54.0,1967.0,1.0,3.0,4.0,3.0,5000000.0,5000000.0,5.0,2.0,0.0,1.0,5.0,5.0,0.0,6.0,5.0,1.0,0.0,2.0,1.0,20.0,0.0,0.0,73.33333333333333,0.9188011288642884
4795,4795.0,2.0,52.0,1969.0,1.0,3.0,3.0,4.0,13000.0,10000.0,7.0,6.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,0.0,2.0,2.0,70.0,20.0,0.0,100.0,0.9188011288642884
4796,4796.0,1.0,37.0,1984.0,1.0,12.0,1.0,2.0,0.0,0.0,3.0,6.0,3.0,3.0,5.0,6.0,4.0,6.0,4.0,5.0,0.0,4.0,1.0,60.0,40.0,0.0,93.33333333333333,0.781762421131134
4803,4803.0,1.0,40.0,1981.0,1.0,6.0,3.0,2.0,70000.0,5000000.0,3.0,2.0,5.0,1.0,4.0,5.0,3.0,2.0,2.0,2.0,0.0,4.0,1.0,30.0,60.0,22.22222222222222,40.0,0.8628570437431335
4804,4804.0,1.0,74.0,1947.0,1.0,3.0,7.0,5.0,0.0,0.0,8.0,5.0,9.0,2.0,3.0,4.0,5.0,4.0,4.0,2.0,0.0,5.0,5.0,40.0,20.0,11.11111111111111,66.66666666666666,0.6036099195480347
4805,4805.0,1.0,27.0,1994.0,1.0,12.0,3.0,0.0,350000.0,300000.0,7.0,5.0,8.0,5.0,2.0,4.0,4.0,5.0,3.0,3.0,0.0,3.0,1.0,50.0,40.0,11.11111111111111,73.33333333333333,1.1679774522781372
4807,4807.0,2.0,69.0,1952.0,1.0,4.0,7.0,4.0,45600.0,5000000.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,0.0,4.0,5.0,30.0,20.0,0.0,60.0,0.8669463396072388
4808,4808.0,1.0,40.0,1981.0,3.0,0.0,3.0,2.0,300000.0,300000.0,4.0,1.0,6.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,22.22222222222222,40.0,1.6616477966308594
4811,4811.0,2.0,77.0,1944.0,1.0,3.0,3.0,1.0,20400.0,0.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,0.0,5.0,5.0,50.0,40.0,0.0,73.33333333333333,0.7479982972145081
4814,4814.0,1.0,25.0,1996.0,1.0,1.0,1.0,0.0,40000.0,40000.0,5.0,4.0,7.0,3.0,3.0,5.0,3.0,1.0,2.0,3.0,0.0,3.0,1.0,40.0,60.0,22.22222222222222,40.0,1.363036870956421
4818,4818.0,1.0,19.0,2002.0,1.0,6.0,1.0,5.0,5000000.0,0.0,0.0,2.0,0.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,4.0,1.0,30.0,20.0,0.0,40.0,1.5870540142059326
4821,4821.0,2.0,58.0,1963.0,1.0,7.0,3.0,4.0,30000.0,0.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,0.0,5.0,1.0,30.0,40.0,0.0,80.0,0.5734306573867798
4824,4824.0,1.0,31.0,1990.0,1.0,12.0,3.0,4.0,60000.0,60000.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,4.0,1.0,30.0,20.0,11.11111111111111,40.0,0.984953761100769
4825,4825.0,1.0,28.0,1993.0,1.0,12.0,3.0,3.0,80000.0,80000.0,5.0,4.0,6.0,4.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,4.0,1.0,30.0,20.0,11.11111111111111,40.0,1.1679774522781372
4827,4827.0,2.0,65.0,1956.0,1.0,3.0,3.0,2.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,4.0,3.0,0.0,4.0,5.0,40.0,80.0,0.0,73.33333333333333,0.8337709903717041
4830,4830.0,1.0,73.0,1948.0,1.0,3.0,3.0,6.0,18600.0,0.0,5.0,7.0,4.0,3.0,4.0,5.0,5.0,2.0,2.0,2.0,0.0,2.0,5.0,30.0,20.0,0.0,40.0,0.8933448791503906
4835,4835.0,1.0,78.0,1943.0,1.0,4.0,3.0,2.0,36000.0,0.0,10.0,5.0,0.0,5.0,5.0,5.0,3.0,1.0,4.0,1.0,0.0,5.0,5.0,20.0,60.0,0.0,40.0,0.9984480142593384
4837,4837.0,1.0,68.0,1953.0,1.0,6.0,3.0,4.0,12000.0,0.0,5.0,5.0,5.0,2.0,3.0,5.0,6.0,3.0,1.0,1.0,0.0,4.0,5.0,20.0,20.0,0.0,33.33333333333333,0.5965415835380554
4839,4839.0,1.0,58.0,1963.0,1.0,4.0,3.0,3.0,3520.0,3520.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,0.0,3.0,1.0,60.0,100.0,44.44444444444444,100.0,0.9279582500457764
4844,4844.0,1.0,66.0,1955.0,1.0,4.0,3.0,5.0,10000.0,10000.0,5.0,1.0,7.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,0.0,5.0,5.0,50.0,40.0,22.22222222222222,80.0,0.7519850730895996
4845,4845.0,1.0,80.0,1941.0,1.0,1.0,7.0,4.0,5000000.0,5000000.0,1.0,3.0,1.0,5.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,5.0,5.0,30.0,20.0,0.0,80.0,0.3717601001262665
4848,4848.0,1.0,74.0,1947.0,1.0,1.0,2.0,7.0,3000.0,1500.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,5.0,60.0,20.0,0.0,100.0,0.2363941520452499
4853,4853.0,2.0,54.0,1967.0,1.0,4.0,7.0,1.0,10000.0,0.0,2.0,2.0,0.0,5.0,4.0,5.0,2.0,1.0,5.0,2.0,0.0,5.0,3.0,30.0,80.0,0.0,53.333333333333336,1.4139338731765747
4854,4854.0,2.0,47.0,1974.0,1.0,4.0,2.0,1.0,0.0,50000.0,4.0,2.0,7.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,80.0,33.33333333333333,40.0,1.8052794933319087
4855,4855.0,2.0,28.0,1993.0,1.0,5.0,2.0,1.0,5000000.0,5000000.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,2.0,0.0,3.0,1.0,30.0,20.0,0.0,26.666666666666668,1.5109987258911133
4856,4856.0,2.0,64.0,1957.0,1.0,4.0,3.0,3.0,48000.0,48000.0,6.0,7.0,6.0,5.0,4.0,5.0,5.0,3.0,2.0,2.0,0.0,1.0,1.0,30.0,20.0,0.0,46.666666666666664,1.1501234769821167
4861,4861.0,2.0,67.0,1954.0,1.0,1.0,3.0,5.0,18000.0,5000000.0,5.0,1.0,5.0,1.0,4.0,6.0,6.0,5.0,2.0,5.0,0.0,4.0,1.0,60.0,20.0,0.0,80.0,0.3265323936939239
4864,4864.0,1.0,62.0,1959.0,1.0,4.0,3.0,1.0,7200.0,5000000.0,5.0,3.0,7.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,60.0,80.0,22.22222222222222,40.0,1.4764670133590698
4872,4872.0,1.0,65.0,1956.0,1.0,4.0,3.0,5.0,0.0,0.0,3.0,5.0,3.0,2.0,5.0,5.0,4.0,2.0,4.0,2.0,0.0,1.0,1.0,30.0,40.0,0.0,53.333333333333336,0.7519850730895996
4875,4875.0,2.0,69.0,1952.0,1.0,7.0,7.0,4.0,50000.0,0.0,6.0,6.0,7.0,5.0,3.0,6.0,6.0,2.0,2.0,2.0,0.0,2.0,1.0,30.0,20.0,11.11111111111111,40.0,0.4646885395050049
4877,4877.0,2.0,42.0,1979.0,1.0,9.0,6.0,3.0,10000.0,10000.0,2.0,4.0,3.0,0.0,5.0,5.0,2.0,4.0,5.0,2.0,0.0,4.0,1.0,30.0,80.0,11.11111111111111,73.33333333333333,1.1712267398834229
4878,4878.0,1.0,40.0,1981.0,1.0,9.0,4.0,2.0,65000.0,65000.0,3.0,2.0,5.0,1.0,5.0,5.0,2.0,5.0,5.0,4.0,0.0,4.0,1.0,50.0,80.0,22.22222222222222,93.33333333333333,1.5035593509674072
4879,4879.0,1.0,65.0,1956.0,1.0,4.0,3.0,1.0,13000.0,13000.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,2.0,2.0,3.0,0.0,4.0,1.0,50.0,40.0,0.0,46.666666666666664,1.1129382848739624
4881,4881.0,2.0,51.0,1970.0,1.0,3.0,3.0,3.0,4300.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,6.0,6.0,0.0,5.0,5.0,60.0,80.0,0.0,100.0,0.9188011288642884
4882,4882.0,2.0,28.0,1993.0,1.0,12.0,1.0,0.0,20000.0,20000.0,3.0,1.0,6.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0,0.0,4.0,1.0,50.0,60.0,33.33333333333333,66.66666666666666,0.9098203778266908
4885,4885.0,2.0,70.0,1951.0,1.0,3.0,7.0,0.0,3000.0,0.0,6.0,4.0,7.0,2.0,3.0,5.0,5.0,2.0,4.0,4.0,0.0,1.0,1.0,50.0,20.0,11.11111111111111,66.66666666666666,0.6958887577056885
4886,4886.0,2.0,39.0,1982.0,1.0,3.0,3.0,5.0,10000.0,10000.0,6.0,3.0,7.0,5.0,4.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,3.0,30.0,20.0,11.11111111111111,40.0,1.8146324157714844
4894,4894.0,2.0,26.0,1995.0,1.0,12.0,1.0,2.0,100000.0,100000.0,5.0,5.0,7.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,0.0,3.0,1.0,60.0,20.0,22.22222222222222,80.0,0.9098203778266908
4896,4896.0,1.0,30.0,1991.0,1.0,4.0,3.0,3.0,20000.0,20000.0,5.0,1.0,5.0,6.0,3.0,5.0,5.0,5.0,2.0,2.0,0.0,2.0,2.0,30.0,20.0,0.0,60.0,3.051788330078125
4898,4898.0,2.0,50.0,1971.0,1.0,1.0,3.0,0.0,5000000.0,5000000.0,2.0,4.0,0.0,7.0,4.0,5.0,2.0,2.0,6.0,5.0,0.0,1.0,2.0,60.0,80.0,0.0,80.0,0.359833151102066
4902,4902.0,2.0,31.0,1990.0,1.0,4.0,4.0,2.0,5000000.0,5000000.0,3.0,1.0,7.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,44.44444444444444,40.0,2.3772497177124023
4908,4908.0,2.0,40.0,1981.0,1.0,4.0,3.0,3.0,200000.0,0.0,5.0,5.0,8.0,8.0,3.0,6.0,6.0,2.0,3.0,4.0,0.0,1.0,1.0,50.0,20.0,33.33333333333333,60.0,1.855890393257141
4910,4910.0,1.0,37.0,1984.0,1.0,7.0,3.0,2.0,100000.0,100000.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,0.0,4.0,2.0,40.0,40.0,0.0,60.0,1.298323154449463
4911,4911.0,1.0,21.0,2000.0,1.0,12.0,1.0,2.0,4000.0,4000.0,5.0,4.0,6.0,4.0,3.0,5.0,5.0,3.0,2.0,2.0,0.0,4.0,1.0,30.0,20.0,11.11111111111111,46.666666666666664,0.9556162357330322
4913,4913.0,1.0,76.0,1945.0,1.0,4.0,3.0,1.0,25000.0,0.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,0.0,3.0,5.0,40.0,40.0,0.0,53.333333333333336,0.9984480142593384
4914,4914.0,2.0,58.0,1963.0,1.0,1.0,3.0,5.0,1000.0,1000.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,2.0,5.0,30.0,20.0,0.0,40.0,0.2722596228122711
4919,4919.0,2.0,70.0,1951.0,1.0,3.0,7.0,3.0,0.0,0.0,5.0,3.0,5.0,1.0,3.0,5.0,4.0,4.0,2.0,5.0,0.0,5.0,5.0,60.0,40.0,0.0,73.33333333333333,0.470194548368454
4924,4924.0,1.0,68.0,1953.0,1.0,3.0,3.0,4.0,17000.0,0.0,5.0,5.0,7.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,30.0,80.0,22.22222222222222,40.0,1.0703493356704712
4926,4926.0,1.0,66.0,1955.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,3.0,3.0,3.0,0.0,2.0,5.0,40.0,40.0,0.0,60.0,0.4191851019859314
4928,4928.0,1.0,64.0,1957.0,1.0,3.0,3.0,1.0,40000.0,30000.0,7.0,10.0,5.0,6.0,3.0,6.0,5.0,2.0,4.0,2.0,0.0,2.0,5.0,30.0,20.0,0.0,53.333333333333336,0.9594365954399108
4931,4931.0,2.0,52.0,1969.0,1.0,3.0,3.0,5.0,20000.0,0.0,5.0,10.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0,0.0,5.0,5.0,30.0,20.0,0.0,60.0,1.3598268032073977
4933,4933.0,2.0,60.0,1961.0,1.0,6.0,3.0,5.0,50000.0,0.0,5.0,3.0,7.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,0.0,2.0,1.0,30.0,20.0,22.22222222222222,66.66666666666666,0.6164731383323669
4934,4934.0,1.0,71.0,1950.0,1.0,4.0,3.0,4.0,16000.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,3.0,3.0,3.0,0.0,3.0,5.0,40.0,20.0,0.0,60.0,0.9288905262947084
4936,4936.0,2.0,19.0,2002.0,1.0,6.0,1.0,1.0,0.0,0.0,3.0,1.0,6.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0,60.0,60.0,33.33333333333333,46.666666666666664,1.2362669706344604
4948,4948.0,1.0,78.0,1943.0,1.0,1.0,3.0,1.0,1500.0,0.0,5.0,4.0,5.0,2.0,3.0,6.0,2.0,6.0,2.0,5.0,0.0,2.0,5.0,60.0,80.0,0.0,80.0,0.2540954351425171
4959,4959.0,1.0,22.0,1999.0,1.0,12.0,1.0,2.0,5000000.0,5000000.0,5.0,4.0,7.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,0.0,4.0,1.0,80.0,60.0,22.22222222222222,100.0,0.9556162357330322
